EmployeeID,ManagerID,FirstName,MiddleName,LastName,JobTitle,NationalIDNumber,BirthDate,MaritalStatus,Gender,HireDate,PhoneNumber,EmailAddress
214,25,Andreas,T,Berglund,Quality Assurance Technician,131471224,4/29/1983 0:00,M,M,3/6/2003 0:00,181-555-0124,andreas0@adventure-works.com
72,26,Steven,T,Selikoff,Production Technician - WC30,443968955,6/15/1971 0:00,M,M,1/1/2003 0:00,925-555-0114,steven0@safe-mail.net
162,26,Laura,C,Steele,Production Technician - WC45,514829225,1/26/1975 0:00,S,F,2/4/2003 0:00,777-555-0141,laura0@safe-mail.net
107,26,Christopher,E,Hill,Production Technician - WC10,393421437,11/1/1980 0:00,M,M,3/11/2004 0:00,153-555-0166,christopher0@adventure-works.com
269,263,Dan,K,Bacon,Application Specialist,671089628,7/28/1975 0:00,M,M,2/12/2003 0:00,166-555-0159,dan0@adventure-works.com
187,26,Yvonne,S,McKay,Production Technician - WC45,713403643,5/17/1983 0:00,M,F,1/10/2003 0:00,286-555-0189,yvonne0@adventure-works.com
75,26,Michiko,F,Osada,Production Technician - WC30,363996959,7/28/1976 0:00,S,M,2/27/2003 0:00,984-555-0148,michiko0@adventure-works.com
12,25,Thierry,B,D'Hers,Tool Designer,480168528,8/29/1953 0:00,M,M,1/11/2002 0:00,168-555-0183,thierry0@adventure-works.com
116,26,Michael,W,Patten,Production Technician - WC50,398737566,6/3/1968 0:00,S,M,3/4/2003 0:00,441-555-0195,michael2@aol.com
30,26,Britta,L,Simon,Production Technician - WC60,410742000,10/30/1983 0:00,M,F,3/2/2003 0:00,955-555-0169,britta0@safe-mail.net
198,26,Lorraine,O,Nay,Production Technician - WC40,19312190,12/28/1982 0:00,M,F,2/5/2003 0:00,845-555-0184,lorraine0@adventure-works.com
133,26,Michael,L,Rothkugel,Production Technician - WC40,830150469,2/4/1985 0:00,S,M,2/11/2003 0:00,454-555-0119,michael1@adventure-works.com
31,26,Margie,W,Shoop,Production Technician - WC60,750246141,6/20/1980 0:00,M,F,2/5/2003 0:00,818-555-0128,margie0@safe-mail.net
168,26,Garrett,R,Young,Production Technician - WC30,271438431,9/26/1978 0:00,S,M,1/8/2003 0:00,609-555-0179,garrett0@adventure-works.com
236,235,Grant,N,Culbertson,Human Resources Administrative Assistant,476980013,5/18/1970 0:00,S,M,3/29/2003 0:00,955-555-0131,grant0@adventure-works.com
3,25,Roberto,,Tamburello,Engineering Manager,509647174,12/13/1968 0:00,M,M,12/12/2001 0:00,212-555-0187,roberto0@adventure-works.com
199,26,Paula,R,Nartker,Production Technician - WC40,992874797,3/13/1981 0:00,M,F,2/13/2003 0:00,476-555-0119,paula1@adventure-works.com
48,26,Ruth,Ann,Ellerbrock,Production Technician - WC10,690627818,7/6/1950 0:00,M,F,2/6/2002 0:00,145-555-0130,ruth0@gmail.com
126,250,Jimmy,T,Bischoff,Stocker,652779496,6/5/1979 0:00,M,M,3/30/2003 0:00,927-555-0168,jimmy0@adventure-works.com
230,227,Stuart,J,Macrae,Janitor,28414965,1/17/1966 0:00,M,M,4/5/2004 0:00,539-555-0149,stuart1@adventure-works.com
41,26,Bryan,,Baker,Production Technician - WC60,458159238,9/28/1967 0:00,S,M,2/22/2003 0:00,712-555-0113,bryan0@adventure-works.com
283,274,David,R,Campbell,Sales Representative,987554265,3/14/1968 0:00,S,M,7/1/2005 0:00,740-555-0182,david8@adventure-works.com
226,25,Brian,P,LaMee,Scheduling Assistant,368691270,9/12/1978 0:00,M,M,4/4/2003 0:00,313-555-0196,brian1@adventure-works.com
104,26,Mary,R,Baker,Production Technician - WC10,717889520,10/20/1980 0:00,M,F,1/26/2004 0:00,283-555-0185,mary1@adventure-works.com
263,234,Jean,E,Trenary,Information Services Manager,441044382,1/13/1970 0:00,S,F,1/12/2003 0:00,685-555-0120,jean0@adventure-works.com
232,227,Pat,H,Coleman,Janitor,646304055,1/3/1965 0:00,S,M,2/28/2004 0:00,720-555-0158,pat0@adventure-works.com
274,273,Stephen,Y,Jiang,North American Sales Manager,502097814,11/17/1945 0:00,M,M,2/4/2005 0:00,238-555-0197,stephen0@adventure-works.com
81,26,Mihail,U,Frintu,Production Technician - WC40,413787783,4/9/1965 0:00,S,M,1/30/2004 0:00,733-555-0128,mihail0@adventure-works.com
172,26,Marc,J,Ingle,Production Technician - WC30,364818297,11/24/1980 0:00,M,M,2/17/2003 0:00,234-555-0169,marc0@adventure-works.com
119,26,Michael,T,Entin,Production Technician - WC50,334834274,7/17/1983 0:00,S,M,3/29/2003 0:00,817-555-0186,michael4@gmail.com
276,274,Linda,C,Mitchell,Sales Representative,191644724,3/30/1974 0:00,M,F,7/1/2005 0:00,883-555-0116,linda3@adventure-works.com
225,25,Alan,J,Brewer,Scheduling Assistant,470689086,4/30/1978 0:00,M,M,3/17/2003 0:00,438-555-0172,alan0@adventure-works.com
212,25,Peng,J,Wu,Quality Assurance Supervisor,885055826,4/19/1970 0:00,M,M,1/10/2003 0:00,164-555-0164,peng0@aol.com
227,1,Gary,E.,Altman,Facilities Manager,141165819,3/21/1965 0:00,M,M,1/3/2004 0:00,110-555-0112,gary1@yahoo.com
97,26,Mandar,H,Samant,Production Technician - WC50,370581729,4/21/1980 0:00,S,M,3/14/2003 0:00,140-555-0132,mandar0@safe-mail.net
194,26,Fred,T,Northup,Production Technician - WC40,295971920,7/27/1983 0:00,S,M,1/13/2003 0:00,818-555-0192,fred0@adventure-works.com
62,26,John,T,Campbell,Production Supervisor - WC60,494170342,9/8/1950 0:00,M,M,4/18/2002 0:00,435-555-0113,john0@adventure-works.com
115,26,Angela,W,Barbariol,Production Technician - WC50,563680513,7/1/1985 0:00,S,F,2/21/2003 0:00,150-555-0194,angela0@adventure-works.com
122,250,Susan,W,Eaton,Stocker,586486572,3/20/1972 0:00,S,F,1/8/2003 0:00,943-555-0196,susan0@gmail.com
150,26,Michael,T,Vanderhyde,Production Technician - WC30,878395493,10/19/1976 0:00,M,M,3/30/2003 0:00,296-555-0121,michael5@adventure-works.com
258,250,Erin,M,Hagens,Buyer,785853949,2/4/1965 0:00,S,F,3/3/2004 0:00,842-555-0158,erin0@adventure-works.com
63,26,Maciej,W,Dusza,Production Technician - WC60,414476027,3/2/1949 0:00,S,M,3/1/2004 0:00,237-555-0128,maciej0@adventure-works.com
156,26,Lane,M,Sacksteder,Production Technician - WC20,322160340,10/24/1968 0:00,M,M,2/12/2003 0:00,200-555-0117,lane0@safe-mail.net
238,235,Vidur,X,Luthra,Recruiter,264306399,9/2/1978 0:00,S,M,2/2/2003 0:00,153-555-0186,vidur0@adventure-works.com
205,26,Lori,A,Kane,Production Supervisor - WC45,332349500,8/19/1974 0:00,S,F,3/30/2003 0:00,289-555-0196,lori0@hotmail.com
89,26,Patrick,C,Wedge,Production Technician - WC10,90888098,10/11/1980 0:00,S,M,3/4/2004 0:00,413-555-0124,patrick0@aol.com
170,26,George,Z,Li,Production Technician - WC30,476115505,5/18/1971 0:00,M,M,1/22/2003 0:00,518-555-0199,george0@adventure-works.com
243,249,Candy,L,Spoon,Accounts Receivable Specialist,60517918,3/26/1970 0:00,S,F,2/7/2003 0:00,920-555-0177,candy0@safe-mail.net
49,26,Barry,K,Johnson,Production Technician - WC10,912265825,4/27/1950 0:00,S,M,2/7/2002 0:00,206-555-0180,barry0@adventure-works.com
220,25,Karen,R,Berge,Document Control Assistant,260770918,1/25/1970 0:00,M,F,3/13/2003 0:00,746-555-0164,karen0@adventure-works.com
32,26,Rebecca,A,Laszlo,Production Technician - WC60,330211482,8/11/1971 0:00,M,F,1/30/2003 0:00,314-555-0113,rebecca0@adventure-works.com
24,16,Jill,A,Williams,Marketing Specialist,72636981,7/19/1973 0:00,M,F,2/19/2003 0:00,510-555-0121,jill0@aol.com
132,26,Nicole,B,Holliday,Production Technician - WC40,1300049,5/10/1980 0:00,M,F,3/26/2003 0:00,508-555-0129,nicole0@adventure-works.com
109,26,Alice,O,Ciccu,Production Technician - WC50,113695504,2/27/1972 0:00,M,F,1/8/2003 0:00,333-555-0173,alice0@adventure-works.com
111,26,Suroor,R,Fatima,Production Technician - WC50,415823523,3/28/1972 0:00,S,M,1/18/2003 0:00,932-555-0161,suroor0@adventure-works.com
113,26,Linda,K,Moschell,Production Technician - WC50,54759846,8/17/1981 0:00,M,F,1/26/2003 0:00,612-555-0171,linda0@adventure-works.com
196,26,Shammi,G,Mohamed,Production Technician - WC40,370487086,11/5/1974 0:00,M,M,1/25/2003 0:00,793-555-0179,shammi0@adventure-works.com
218,25,Tengiz,N,Kharatishvili,Control Specialist,540688287,5/29/1984 0:00,S,M,1/17/2003 0:00,910-555-0116,tengiz0@hotmail.com
160,26,Jeff,V,Hay,Production Supervisor - WC45,712885347,2/16/1971 0:00,M,M,2/22/2003 0:00,350-555-0167,jeff0@adventure-works.com
13,25,Janice,M,Galvin,Tool Designer,486228782,6/29/1983 0:00,M,F,1/23/2005 0:00,473-555-0117,janice0@adventure-works.com
286,285,Lynn,N,Tsoflias,Sales Representative,758596752,4/18/1965 0:00,S,F,7/1/2007 0:00,1 (11) 500 555-0190,lynn0@adventure-works.com
217,25,Zainal,T,Arifin,Document Control Manager,345106466,3/2/1970 0:00,M,M,2/5/2003 0:00,204-555-0115,zainal0@yahoo.com
44,26,Simon,D,Rapier,Production Technician - WC60,276751903,6/17/1984 0:00,S,M,1/9/2003 0:00,963-555-0134,simon0@adventure-works.com
99,26,Nuan,,Yu,Production Technician - WC50,431859843,4/29/1973 0:00,S,M,2/7/2003 0:00,913-555-0184,nuan0@adventure-works.com
96,26,Elizabeth,I,Keyser,Production Technician - WC50,912141525,2/26/1984 0:00,M,F,4/3/2003 0:00,318-555-0137,elizabeth0@hotmail.com
229,227,Lori,K,Penor,Janitor,879334904,8/31/1964 0:00,M,F,3/19/2004 0:00,295-555-0161,lori1@aol.com
65,26,Randy,T,Reeves,Production Technician - WC60,8066363,5/29/1964 0:00,M,M,3/26/2004 0:00,961-555-0122,randy0@adventure-works.com
178,26,John,N,Frum,Production Technician - WC30,568626529,4/24/1976 0:00,S,M,4/4/2003 0:00,663-555-0172,john3@adventure-works.com
26,25,Peter,J,Krebs,Production Control Manager,277173473,12/4/1976 0:00,M,M,1/2/2003 0:00,913-555-0196,peter0@hotmail.com
93,26,Kok-Ho,T,Loh,Production Supervisor - WC50,778552911,5/30/1974 0:00,S,M,1/28/2003 0:00,999-555-0155,kok-ho0@adventure-works.com
134,26,Eric,,Gubbels,Production Supervisor - WC20,45615666,2/20/1979 0:00,M,M,2/15/2003 0:00,260-555-0119,eric0@adventure-works.com
151,26,Rostislav,E,Shabalin,Production Technician - WC30,993310268,10/15/1971 0:00,M,M,3/23/2003 0:00,751-555-0134,rostislav0@safe-mail.net
158,26,Shelley,N,Dyck,Production Technician - WC20,300946911,1/8/1981 0:00,S,F,4/8/2003 0:00,991-555-0184,shelley0@adventure-works.com
16,1,David,M,Bradley,Marketing Manager,24756624,4/19/1969 0:00,S,M,1/20/2002 0:00,913-555-0172,david0@adventure-works.com
135,26,Ivo,William,Salmre,Production Technician - WC20,964089218,2/4/1976 0:00,M,M,1/5/2003 0:00,115-555-0179,ivo0@safe-mail.net
268,263,Ramesh,V,Meyyappan,Application Specialist,314747499,4/14/1982 0:00,S,M,3/7/2003 0:00,182-555-0134,ramesh0@adventure-works.com
246,249,Dragan,K,Tomic,Accounts Payable Specialist,663843431,3/18/1971 0:00,M,M,3/15/2003 0:00,117-555-0185,dragan0@adventure-works.com
188,26,Douglas,B,Hite,Production Technician - WC45,435234965,12/26/1979 0:00,M,M,1/28/2003 0:00,808-555-0172,douglas0@adventure-works.com
177,26,Russell,M,King,Production Technician - WC30,551346974,3/14/1976 0:00,M,M,3/25/2003 0:00,517-555-0122,russell1@hotmail.com
23,16,Mary,E,Gibson,Marketing Specialist,767955365,10/14/1956 0:00,M,F,2/13/2003 0:00,531-555-0183,mary0@adventure-works.com
184,26,John,Y,Chen,Production Technician - WC20,305522471,5/6/1980 0:00,M,M,3/13/2003 0:00,201-555-0163,john2@adventure-works.com
284,274,Tete,A,Mensa-Annan,Sales Representative,90836195,2/6/1972 0:00,M,M,11/1/2006 0:00,615-555-0153,tete0@adventure-works.com
127,26,David,P,Hamilton,Production Supervisor - WC40,750905084,8/2/1977 0:00,S,M,2/4/2003 0:00,986-555-0177,david4@adventure-works.com
182,26,Nitin,S,Mirchandani,Production Technician - WC20,368920189,1/1/1981 0:00,S,M,1/29/2003 0:00,143-555-0173,nitin0@adventure-works.com
213,25,Sootha,T,Charncherngkha,Quality Assurance Technician,343861179,1/5/1961 0:00,M,M,3/26/2004 0:00,325-555-0137,sootha0@adventure-works.com
174,26,Benjamin,R,Martin,Production Technician - WC30,585408256,2/6/1980 0:00,S,M,2/28/2003 0:00,533-555-0111,benjamin0@adventure-works.com
131,26,Baris,F,Cetinok,Production Technician - WC40,273260055,11/7/1984 0:00,S,M,3/19/2003 0:00,164-555-0114,baris0@adventure-works.com
80,26,Sandeep,P,Kaliyath,Production Technician - WC40,943170460,1/3/1965 0:00,S,M,2/18/2004 0:00,166-555-0156,sandeep0@hotmail.com
235,1,Paula,M,Barreto  de Mattos,Human Resources Manager,535145551,3/14/1970 0:00,M,F,1/7/2003 0:00,523-555-0175,paula0@adventure-works.com
125,250,Matthias,T,Berndt,Shipping and Receiving Clerk,584205124,12/13/1967 0:00,M,M,2/21/2003 0:00,139-555-0120,matthias0@adventure-works.com
1,2,Ken,J,Sánchez,Chief Executive Officer,295847284,3/2/1963 0:00,S,M,2/15/2003 0:00,697-555-0142,ken0@safe-mail.net
164,26,Andrew,M,Cencini,Production Technician - WC45,65848458,10/26/1982 0:00,S,M,4/7/2003 0:00,207-555-0192,andrew1@adventure-works.com
249,234,Wendy,Beth,Kahn,Finance Manager,121491555,11/12/1978 0:00,S,F,1/26/2003 0:00,248-555-0134,wendy0@hotmail.com
189,26,Janeth,M,Esteves,Production Technician - WC45,187369436,8/25/1966 0:00,S,F,2/16/2003 0:00,540-555-0191,janeth0@gmail.com
39,26,Ed,R,Dudenhoefer,Production Technician - WC60,461786517,10/12/1965 0:00,S,M,3/8/2004 0:00,919-555-0140,ed0@adventure-works.com
145,26,Cynthia,S,Randall,Production Supervisor - WC30,386315192,9/19/1975 0:00,S,F,2/28/2003 0:00,352-555-0138,cynthia0@adventure-works.com
42,26,James,D,Kramer,Production Technician - WC60,339712426,8/26/1978 0:00,M,M,1/28/2003 0:00,119-555-0117,james0@hotmail.com
8,25,Diane,L,Margheim,Research and Development Engineer,811994146,7/6/1980 0:00,S,F,1/30/2003 0:00,815-555-0138,diane1@adventure-works.com
149,26,Andy,M,Ruth,Production Technician - WC30,764853868,11/20/1977 0:00,M,M,3/4/2003 0:00,118-555-0110,andy0@adventure-works.com
54,26,Bonnie,N,Kearney,Production Technician - WC10,109272464,10/11/1980 0:00,M,F,2/2/2004 0:00,264-555-0150,bonnie0@hotmail.com
110,26,Jun,T,Cao,Production Technician - WC50,857651804,8/6/1973 0:00,S,M,1/15/2003 0:00,299-555-0113,jun0@adventure-works.com
180,26,Katie,L,McAskill-White,Production Supervisor - WC20,862951447,12/20/1978 0:00,S,F,3/24/2003 0:00,809-555-0133,katie0@adventure-works.com
287,273,Amy,E,Alberts,European Sales Manager,982310417,10/22/1951 0:00,M,F,5/18/2006 0:00,775-555-0164,amy0@yahoo.com
152,26,Yuhong,L,Li,Production Supervisor - WC20,319472946,5/8/1971 0:00,M,M,3/5/2003 0:00,965-555-0155,yuhong0@adventure-works.com
171,26,David,A,Yalovsky,Production Technician - WC30,746373306,9/4/1975 0:00,S,M,2/3/2003 0:00,373-555-0142,david3@adventure-works.com
130,26,Rob,T,Caron,Production Technician - WC40,578953538,9/5/1967 0:00,S,M,3/17/2003 0:00,238-555-0116,rob1@adventure-works.com
55,26,Taylor,R,Maxwell,Production Supervisor - WC50,233069302,5/3/1950 0:00,M,M,3/11/2002 0:00,508-555-0165,taylor0@adventure-works.com
211,25,Hazem,E,Abolrous,Quality Assurance Manager,398223854,11/27/1971 0:00,S,M,4/1/2003 0:00,869-555-0125,hazem0@yahoo.com
79,26,Eric,L,Brown,Production Technician - WC40,697712387,1/8/1961 0:00,M,M,2/25/2004 0:00,680-555-0118,eric1@adventure-works.com
36,26,Jose,R,Lugo,Production Technician - WC60,788456780,9/1/1978 0:00,M,M,3/14/2003 0:00,587-555-0115,jose0@adventure-works.com
90,26,Danielle,C,Tiedt,Production Technician - WC10,82638150,10/8/1980 0:00,S,F,3/23/2004 0:00,500-555-0172,danielle0@adventure-works.com
92,26,Tom,M,Vande Velde,Production Technician - WC10,826454897,11/1/1980 0:00,M,M,4/10/2004 0:00,295-555-0161,tom0@adventure-works.com
267,263,Karen,A,Berg,Application Specialist,58317344,6/19/1972 0:00,S,F,3/20/2003 0:00,654-555-0177,karen1@adventure-works.com
68,26,Charles,B,Fitzgerald,Production Technician - WC60,537092325,10/3/1965 0:00,S,M,1/4/2004 0:00,931-555-0118,charles0@adventure-works.com
250,249,Sheela,H,Word,Purchasing Manager,895209680,3/13/1972 0:00,S,F,3/28/2005 0:00,210-555-0193,sheela0@aol.com
60,26,Pete,C,Male,Production Technician - WC50,827686041,3/7/1971 0:00,S,M,2/12/2003 0:00,768-555-0123,pete0@adventure-works.com
120,26,Kitti,H,Lertpiriyasuwat,Production Technician - WC50,211789056,7/7/1981 0:00,S,F,4/5/2003 0:00,785-555-0132,kitti0@adventure-works.com
98,26,Sameer,A,Tejani,Production Technician - WC50,152085091,7/27/1972 0:00,M,M,3/15/2003 0:00,990-555-0172,sameer0@adventure-works.com
121,250,Pilar,G,Ackerman,Shipping and Receiving Supervisor,521265716,10/11/1966 0:00,S,M,2/3/2003 0:00,577-555-0185,pilar0@yahoo.com
197,26,Rajesh,M,Patel,Production Technician - WC40,632092621,11/5/1971 0:00,M,M,2/1/2003 0:00,373-555-0137,rajesh0@aol.com
240,235,Willis,T,Johnson,Recruiter,332040978,8/18/1972 0:00,S,M,1/14/2003 0:00,778-555-0141,willis0@adventure-works.com
11,25,Ovidiu,V,Cracium,Senior Tool Designer,974026903,2/18/1972 0:00,S,M,1/5/2005 0:00,719-555-0181,ovidiu0@adventure-works.com
52,26,Doris,M,Hartwig,Production Technician - WC10,565090917,5/6/1950 0:00,M,F,4/11/2002 0:00,328-555-0150,doris0@adventure-works.com
77,26,Merav,A,Netz,Production Technician - WC30,301435199,6/13/1977 0:00,M,F,4/4/2003 0:00,224-555-0187,merav0@adventure-works.com
56,26,Denise,H,Smith,Production Technician - WC50,652535724,8/7/1982 0:00,M,F,3/9/2003 0:00,869-555-0119,denise0@safe-mail.net
6,25,Jossef,H,Goldberg,Design Engineer,998320692,4/11/1953 0:00,M,M,2/24/2002 0:00,122-555-0189,jossef0@adventure-works.com
88,26,Betsy,A,Stadick,Production Technician - WC10,294148271,1/17/1961 0:00,S,F,1/19/2004 0:00,405-555-0171,betsy0@safe-mail.net
34,26,Suchitra,O,Mohan,Production Technician - WC60,754372876,7/11/1981 0:00,M,F,3/20/2003 0:00,753-555-0129,suchitra0@adventure-works.com
4,25,Rob,,Walters,Senior Tool Designer,112457891,1/23/1969 0:00,S,M,1/5/2002 0:00,612-555-0100,rob0@aol.com
84,26,Frank,R,Martinez,Production Technician - WC40,947029962,4/3/1946 0:00,M,M,3/8/2004 0:00,203-555-0196,frank3@adventure-works.com
281,274,Shu,K,Ito,Sales Representative,139397894,4/10/1962 0:00,M,M,10/1/2005 0:00,330-555-0120,shu0@adventure-works.com
51,26,Jeffrey,L,Ford,Production Technician - WC10,132674823,8/12/1950 0:00,S,M,3/23/2002 0:00,984-555-0185,jeffrey0@adventure-works.com
117,26,Chad,W,Niswonger,Production Technician - WC50,599942664,9/4/1984 0:00,M,M,3/22/2003 0:00,559-555-0175,chad0@adventure-works.com
74,26,Bjorn,M,Rettig,Production Technician - WC30,420023788,12/8/1983 0:00,S,M,2/8/2003 0:00,199-555-0117,bjorn0@adventure-works.com
271,263,Dan,B,Wilson,Database Administrator,929666391,2/6/1970 0:00,M,M,2/23/2003 0:00,653-555-0144,dan1@aol.com
57,26,Frank,T,Miller,Production Technician - WC50,10708100,8/24/1965 0:00,S,M,3/27/2003 0:00,167-555-0139,frank1@adventure-works.com
272,263,Janaina,Barreiro  Gambaro,Bueno,Application Specialist,525932996,3/3/1979 0:00,M,F,1/24/2003 0:00,623-555-0155,janaina0@adventure-works.com
256,250,Frank,S,Pellow,Buyer,367453993,6/13/1946 0:00,M,M,2/24/2004 0:00,163-555-0147,frank2@aol.com
129,26,Gary,W,Yukish,Production Technician - WC40,502058701,6/17/1982 0:00,S,M,1/23/2003 0:00,901-555-0125,gary0@adventure-works.com
105,26,Kevin,M,Homer,Production Technician - WC10,801365500,10/20/1980 0:00,S,M,1/26/2004 0:00,555-555-0113,kevin2@adventure-works.com
253,250,Linda,P,Meisner,Buyer,407505660,12/31/1964 0:00,M,F,1/18/2004 0:00,916-555-0165,linda2@adventure-works.com
261,250,Reinout,N,Hillmann,Purchasing Assistant,280633567,2/18/1972 0:00,M,M,1/25/2005 0:00,370-555-0163,reinout0@adventure-works.com
19,16,Mary,A,Dempsey,Marketing Assistant,52541318,3/1/1972 0:00,S,F,3/17/2005 0:00,124-555-0114,mary2@adventure-works.com
280,274,Pamela,O,Ansman-Wolfe,Sales Representative,61161660,1/6/1969 0:00,S,F,10/1/2005 0:00,340-555-0193,pamela0@yahoo.com
260,250,Annette,L,Hill,Purchasing Assistant,437296311,3/1/1972 0:00,M,F,1/6/2005 0:00,125-555-0196,annette0@adventure-works.com
59,26,Bob,N,Hohman,Production Technician - WC50,843479922,9/16/1973 0:00,S,M,1/25/2003 0:00,611-555-0116,bob0@adventure-works.com
206,26,Stuart,V,Munson,Production Technician - WC45,835460180,10/14/1956 0:00,S,M,1/3/2003 0:00,413-555-0136,stuart0@adventure-works.com
71,26,Michael,Sean,Ray,Production Supervisor - WC30,578935259,3/2/1983 0:00,S,M,3/19/2003 0:00,156-555-0199,michael3@adventure-works.com
14,25,Michael,I,Sullivan,Senior Design Engineer,42487730,7/17/1973 0:00,S,M,1/30/2005 0:00,465-555-0156,michael8@safe-mail.net
102,26,Zheng,W,Mu,Production Supervisor - WC10,360868122,11/26/1977 0:00,S,M,1/4/2003 0:00,113-555-0173,zheng0@adventure-works.com
265,263,Ashvini,R,Sharma,Network Administrator,749389530,4/28/1971 0:00,S,M,1/5/2003 0:00,656-555-0119,ashvini0@safe-mail.net
47,26,Andrew,R,Hill,Production Supervisor - WC10,33237992,10/8/1982 0:00,S,M,3/26/2003 0:00,908-555-0159,andrew0@adventure-works.com
165,26,Chris,T,Preston,Production Technician - WC45,539490372,1/17/1983 0:00,M,M,2/23/2003 0:00,200-555-0112,chris0@aol.com
