,EmployeeID,ManagerID,FirstName,MiddleName,LastName,JobTitle,NationalIDNumber,BirthDate,MaritalStatus,Gender,HireDate,PhoneNumber,EmailAddress
24,163,26,Alex,M,Nayberg,Production Technician - WC45,b'gAAAAABjUQoG-u-jmchojMUriXtI-APAG0TKQ0XqY4-Zxd6Kj9Yfy53TsowMW5CPAxAT2zM5c17YoWotaxXwP5HEXOILv6Xu9g==',5/14/1984 0:00,M,M,3/12/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64C10>,dianabuckley@example.org
25,118,26,Don,L,Hall,Production Technician - WC50,b'gAAAAABjUQoGt29iqwOMD6Zuy7vEh-ZohUGfb7MwkCc8bvwvg58TGD1Wsm3CFTcnfPyxn-PKoY39Copz0Y7kpFhyVWvH3UX1Cw==',7/14/1965 0:00,M,M,3/17/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64CA0>,nelsonmark@example.com
26,176,26,David,Oliver,Lawrence,Production Technician - WC30,b'gAAAAABjUQoGQoDOtC-thMt6wUbMbBzFNYbqpwSJRrMA6VM_TQYdY816DRb3N4uLXeOR6CktMuUXlgbWvqwF8rxVY7Z_1-J6qg==',10/25/1979 0:00,M,M,3/18/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64D30>,jonathanhorton@example.net
27,147,26,Sandra,,Reátegui Alayo,Production Technician - WC30,b'gAAAAABjUQoGN-bwqFvVMRxm3aXyrNkua8sOkCXx72dHSfwDnqMXjzN8O3gyOwK5hJjv3g11JWQsAvsvSEtLwxM9t1FgwbP7og==',12/6/1969 0:00,M,F,1/27/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64DC0>,linda33@example.org
28,138,26,Samantha,H,Smith,Production Technician - WC20,b'gAAAAABjUQoGYg7TAOZM121C4LPZgUtNqJ_ZP6RNRBkS1QwztFN6dqOomYYTy1qndkFioYlO3rTwrIjZqo70zL62frtgPZcVwQ==',12/23/1981 0:00,M,F,3/8/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64E50>,bennettvincent@example.org
29,95,26,Jim,H,Scardelis,Production Technician - WC50,b'gAAAAABjUQoGELQpe6Um_qirHtyh3DZTA4fS3yAzBNUJomkXUZGk0jKdC3wf93eDlMSA0iuMppUDcoW3wtwgzCZIveaHO2gqrg==',10/9/1980 0:00,M,M,1/20/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64EE0>,leerobert@example.com
30,231,227,Jo,L,Berry,Janitor,b'gAAAAABjUQoGkREcfpo5TyIQuHvNMlQEMaYw6I7wtnvUh1wT9cB4xcGiaNhA1wORTglrQXvGNjrxHBUhc_zQ4X5QrTCy5IEkug==',5/25/1948 0:00,M,F,4/7/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A64F70>,scott04@example.net
31,86,26,Ryan,L,Cornelsen,Production Technician - WC40,b'gAAAAABjUQoG8Vw6_8zX2IvW0qlCq5LJvV7DPGItZjoSHjx-7HXAR-U_3QMakiuCsiuqjD5-4x4eVzg8Vxrsp_x-Bxn_XeTwtQ==',7/15/1966 0:00,M,M,2/6/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65000>,mark79@example.org
32,181,26,Michael,T,Hines,Production Technician - WC20,b'gAAAAABjUQoG7hwcMN0TGMU6qe3F0Cm-CtoIgTe-i0PuBDZjvk9iX4Z3aBokAUfIVzKL-R9s9o2DeEJwBzpKs-qfAJbStwYigQ==',12/19/1978 0:00,S,M,1/10/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65090>,brett36@example.com
33,214,25,Andreas,T,Berglund,Quality Assurance Technician,b'gAAAAABjUQoG5tDDRthZFSjxQf3u7nIGBlVl6ufmD3AeY6I4XKd6s8SYEEtrsm8O4-z9Blb9L_AJn0w-fVznZRfa-Le2QZjobg==',4/29/1983 0:00,M,M,3/6/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65120>,justin98@example.org
34,72,26,Steven,T,Selikoff,Production Technician - WC30,b'gAAAAABjUQoGfBhfKuHQNbwwQ5NfR22JOxeMJ53yqqUL3EuDrhyd2I69Pfc8CraQox8_Viu6TaF9eghiC_1q57cpJgSQw6r20Q==',6/15/1971 0:00,M,M,1/1/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A651B0>,justin83@example.net
35,162,26,Laura,C,Steele,Production Technician - WC45,b'gAAAAABjUQoGUbUj0cJPDPIPQSi6F7lzRGqE4AJ2eJIGY-tuSlHn0bBXRBnMehlcnIj8Ghjxe92QxoW9Xd0Q4pwq7tD-2LN-Qw==',1/26/1975 0:00,S,F,2/4/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65240>,bcisneros@example.net
36,107,26,Christopher,E,Hill,Production Technician - WC10,b'gAAAAABjUQoGcm56ByNNLfERn5hf2u9y29JY3soYvdfmwzg-I87v7y4DcAZ7da_GENYwkaIgOCB6Ugz0ok5QMPGdlrf43J3HWA==',11/1/1980 0:00,M,M,3/11/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A652D0>,andrew34@example.org
37,269,263,Dan,K,Bacon,Application Specialist,b'gAAAAABjUQoGx-QvYUl0YyXbDhUrhrxWOtxgeZazR_0pMl8Hx5B5Et1fOnRtfFtvO6J8OlFI1Hjes19CHR3ZEawQFCUFOqqnuA==',7/28/1975 0:00,M,M,2/12/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65360>,jennifermorris@example.com
38,187,26,Yvonne,S,McKay,Production Technician - WC45,b'gAAAAABjUQoGf_A5paqyyNjy4czJpBkGdFdI_Y07QesQubbo87g2gww8uSbAaTYYg480XVQWjxBbzP5aZbhRQPpVCJ7Uae-Cjw==',5/17/1983 0:00,M,F,1/10/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A653F0>,denisemiller@example.org
39,75,26,Michiko,F,Osada,Production Technician - WC30,b'gAAAAABjUQoGOvv6p9oWwxK6MAhCUTRZtEbKW_-rAafZabjWwYR-BHavtRyFbTKTNJQuuwzgkrMnaTrVm4PJ8apPrj69vJWWXA==',7/28/1976 0:00,S,M,2/27/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65480>,smithyolanda@example.org
40,12,25,Thierry,B,D'Hers,Tool Designer,b'gAAAAABjUQoGW58Vs4IVGFiJcZUPT-4_9ksmVI5u7Lur406LmY5Ros2d9Ex_dxOwaaetBCSNzEZVKaHoJhLVGPN-xeom-xPowg==',8/29/1953 0:00,M,M,1/11/2002 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65510>,frenchmatthew@example.net
41,116,26,Michael,W,Patten,Production Technician - WC50,b'gAAAAABjUQoGEkDHKv1NYnc7EK0ZiHGRbN16uxyCNKTjpH6R3s78b-KYQYT8aQopheLDjSTk-L9yitDJ1CueljToMSrPv012CA==',6/3/1968 0:00,S,M,3/4/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A655A0>,brownbrian@example.com
42,30,26,Britta,L,Simon,Production Technician - WC60,b'gAAAAABjUQoGxTUyj4UnBkZh3hODoeZoZt8r9jR7ewUbNVuEFyvRlu-wJUbHtSK92C_dIEdX_k13FH4qbllLYcUV69Yj-HqQpQ==',10/30/1983 0:00,M,F,3/2/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65630>,vstephenson@example.net
43,198,26,Lorraine,O,Nay,Production Technician - WC40,b'gAAAAABjUQoG9C0prUD77H1ModacL_xBYsDhCA59v9lycuPQoAiLyAzVmBtXgcgwHJD5awlGft-a4HpR_vou_xKW0kUN5iwEqA==',12/28/1982 0:00,M,F,2/5/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A656C0>,jason00@example.org
44,133,26,Michael,L,Rothkugel,Production Technician - WC40,b'gAAAAABjUQoGiviqGED8cWMU7mHtcNhGegEvWo8mWFRZPJU4j1UdG5_u4xiXjivKSWhhdn9mNIFgGJ26i6P3MU6G1FTVe8ktcA==',2/4/1985 0:00,S,M,2/11/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65750>,christina19@example.org
45,31,26,Margie,W,Shoop,Production Technician - WC60,b'gAAAAABjUQoG3NszYVIqz0ZGz8GibvmPdvhDdnEKx5Dyio7wDQ1cHeZUcmoGkJ2XDJGF_yxZ4aL8pnr-ilA6jkhIDYVHvvhxqw==',6/20/1980 0:00,M,F,2/5/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A657E0>,dunnjoseph@example.org
46,168,26,Garrett,R,Young,Production Technician - WC30,b'gAAAAABjUQoG1MWIk9Gdyqyd3wHO2QUPp6YU2dPBGhbWaw11GehRp1oMc_z6imu2OJ8lbSREUcJErXAyC_lsucPiUp0U-f9BAw==',9/26/1978 0:00,S,M,1/8/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65870>,millersherry@example.org
47,236,235,Grant,N,Culbertson,Human Resources Administrative Assistant,b'gAAAAABjUQoGm9JtlNJkRJfdIRlNc6JtmCkSb6rBapT7cJIs0DDa1mOzweYlX5YkJRYfyp6DTEj1BRpDsnsj3SdkJjt_xBwF4Q==',5/18/1970 0:00,S,M,3/29/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65900>,pfloyd@example.net
48,3,25,Roberto,,Tamburello,Engineering Manager,b'gAAAAABjUQoGUI75YrhOSgJqCP94hJosWYqAvsjbCF0vqwm2k6yX575JGsTAURRQ_tjuQIwC0GpfSaJJ2LA2R727NnGnjfhp4Q==',12/13/1968 0:00,M,M,12/12/2001 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65990>,mercadojoel@example.com
49,199,26,Paula,R,Nartker,Production Technician - WC40,b'gAAAAABjUQoGjld6w3dSBs9PB3-Ai3O6elHK20uFBr7cKYRQ-a5XK-mA8tgnTrvQsM7DabgPGGnfU68HquestOEWVJwKZf27qA==',3/13/1981 0:00,M,F,2/13/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65A20>,fkelly@example.org
50,48,26,Ruth,Ann,Ellerbrock,Production Technician - WC10,b'gAAAAABjUQoGQ4EZjjNRrLTXYgUS8FwBJxO988uAqtA8F9RZxyXQKJC1K59vNPRgq_edF8qiPpjboGCrP8NyP0K_-o-6SVgGkw==',7/6/1950 0:00,M,F,2/6/2002 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65AB0>,vhardy@example.com
51,126,250,Jimmy,T,Bischoff,Stocker,b'gAAAAABjUQoG32lt7EqvlncfNgRYvTN5jX6jscitR0OYZAe3Z8slpB5Alsq6xkVTS3LOqf0OmNPgaqHWO1bUD7WOp84jM_Yj8w==',6/5/1979 0:00,M,M,3/30/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65B40>,arthurbates@example.org
52,230,227,Stuart,J,Macrae,Janitor,b'gAAAAABjUQoGKmJY7sZzZF99ldUpLhbkFTbqLC1etXg-0G7OE2F6ZuLFv6sjjGz9NIkR2kdKuKvE5wWRS2bfcTwUhTd5e4kfSw==',1/17/1966 0:00,M,M,4/5/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65BD0>,jeffreymiller@example.com
53,41,26,Bryan,,Baker,Production Technician - WC60,b'gAAAAABjUQoGW4ZNKy12jFb91q41CWQJrwijnt4bxb4F4hjKldpVvuiQ7EoQ-rTtAYw3bpU1vX6J7OvKmnOpy1QZKH2J6bzsQA==',9/28/1967 0:00,S,M,2/22/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65C60>,phillipwilkins@example.org
54,283,274,David,R,Campbell,Sales Representative,b'gAAAAABjUQoGU5ivNPNzJt-4P39YQe2p_7ruYldqw_N7SCH-Gre-dw-26ww4RB5XkVntH-8oRzu_9TpixIwiNJc7J1sqywGEXA==',3/14/1968 0:00,S,M,7/1/2005 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65CF0>,joshua25@example.net
55,226,25,Brian,P,LaMee,Scheduling Assistant,b'gAAAAABjUQoGANhE_d05q4EzU7YLF2gCnlLx1SImxXeRgZuo0RNjPtKTb1Il7beRJMJscfrwKpcpN4xnhltBNfKtbXKEwT0Mcw==',9/12/1978 0:00,M,M,4/4/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65D80>,deborah51@example.com
56,104,26,Mary,R,Baker,Production Technician - WC10,b'gAAAAABjUQoG-rkEeBk5nLWgN8eeEXvaZ1OiS7iFGhY8iztcuTOS7EWFJkUEIQVF80RCVvzRQgHZHhrP_nq8CdmjbxuBHCVXeQ==',10/20/1980 0:00,M,F,1/26/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65E10>,carmenhowell@example.com
57,263,234,Jean,E,Trenary,Information Services Manager,b'gAAAAABjUQoGG-EL-3LV6j4zgkEf4CEE0v4f1_7Mx69U-CLSEg2aXxVAsitELZYHO5HR768W0TxQ7wbAKwiOjFx0BCDkx_iCDQ==',1/13/1970 0:00,S,F,1/12/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65EA0>,osanders@example.net
58,232,227,Pat,H,Coleman,Janitor,b'gAAAAABjUQoGvkn-NTjhCmm9BRivKwWuJTHjVJRUrnA7nM-hmQ1_XcUAkPcHrqbG1h9kDBBl8pax0I0r4E9OB8jGkL9bN5djJA==',1/3/1965 0:00,S,M,2/28/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65F30>,jessica34@example.net
59,274,273,Stephen,Y,Jiang,North American Sales Manager,b'gAAAAABjUQoGcm8XEAyj3hFsyJKPYRRdQvJvr5k80_d4m66IbHiNbYQ9AWa7LPmY5nO9hI-caaAM1PW2Xz2vMMt9tKLhYTnApg==',11/17/1945 0:00,M,M,2/4/2005 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A65FC0>,hhorn@example.com
60,81,26,Mihail,U,Frintu,Production Technician - WC40,b'gAAAAABjUQoG9T4hs8TGIdL56zwnN40fjpl8WOGNQyZDlVsxBbmqGbSpJAd2D6O8yll8zCq52_q87jbLSu3i_us8dulKfdFafw==',4/9/1965 0:00,S,M,1/30/2004 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A66050>,ashley96@example.com
61,172,26,Marc,J,Ingle,Production Technician - WC30,b'gAAAAABjUQoG6A7qtugZbZ13qrfCldfvMpYfCT5YcWJ9UxzNtCwDsz3lbzTl5Y9wYrCyiJB1HTcK3ygWMYck48bteY7OLL9fpA==',11/24/1980 0:00,M,M,2/17/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A660E0>,reneehenderson@example.net
62,119,26,Michael,T,Entin,Production Technician - WC50,b'gAAAAABjUQoGIx-o4jzhd1RCnfss67o0EbvlHHP8a-non8brMfqM3aFja2fA8bEOXsbwxXNBW7cCMElqLVmZdflmrJeTkLKbGA==',7/17/1983 0:00,S,M,3/29/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A66170>,benjamin15@example.com
63,276,274,Linda,C,Mitchell,Sales Representative,b'gAAAAABjUQoGlIUNfY__2Y2XrCI5ZU9j7xgX1qZa0h7gvzl7nhePcVIgyMsvS1E6x7nwpOLXssTiltlJ-Kn_FXF2J3E0BhcYIg==',3/30/1974 0:00,M,F,7/1/2005 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A66200>,adam60@example.com
64,225,25,Alan,J,Brewer,Scheduling Assistant,b'gAAAAABjUQoGj8V1Pfscz3IEC7sP024TuiK9C2lHkgyzxhv4FS1GGSuIfnVIkAIxs_AxgkWHCgAJT2xl7CY_R26oEUm66q6Thw==',4/30/1978 0:00,M,M,3/17/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A66290>,stonekimberly@example.com
65,212,25,Peng,J,Wu,Quality Assurance Supervisor,b'gAAAAABjUQoGPerO1U2srpV3OAilUatOrgb2eE9IcX2_Y9FJV-Onr9pDKfO4jDY_h_uDb2pDSexUUnPgo2SEX9OEjQWh2c4GyQ==',4/19/1970 0:00,M,M,1/10/2003 0:00,<function SecurePII.to_hash.<locals>.<lambda>.<locals>.<lambda> at 0x00000147B0A66320>,joseph82@example.org
