,EmployeeID,ManagerID,FirstName,MiddleName,LastName,JobTitle,NationalIDNumber,BirthDate,MaritalStatus,Gender,HireDate,PhoneNumber,EmailAddress
21,244,249,Bryan,A,Walton,Accounts Receivable Specialist,b'gAAAAABjUV1ZZ3eZfUvWHPWebVk3rZlmRKkyyIpMKEMkbPm-T56WpY65kIbAn_o7qN8APc0w1nRI22IZc4QDyWUwpCpX9qqFXw==',10/22/1978 0:00,S,M,2/25/2003 0:00,d37d3d42642f8ace9fa63deb107d5173d27bbd2bf8f6b90953b583e038043a27,david95@example.com
22,69,26,Steve,F,Masters,Production Technician - WC60,b'gAAAAABjUV1ZdumO2O0CgoRlw63r-M05XeBJmj3LD8ZGz45PAdz8J7_UeC22vOy06p9oai6ogbXAvM7tdhLI56HeZ4DwAYyTQQ==',5/7/1985 0:00,S,M,3/19/2003 0:00,9f40a01016fb58f43e9a2e43f3e35bb2ee3e58b2fb3564c5daea5b2d0429cbe8,catherinepope@example.com
23,210,26,Belinda,M,Newman,Production Technician - WC45,b'gAAAAABjUV1Z-axZIqlKoo_9GcfEigVcT2mKAtTrUvjCdtcMNpYMdKGtAwekvNXvkK7_GShFDWhGTTOeR14oG5TrEG59nC5nqQ==',10/19/1963 0:00,S,F,3/24/2003 0:00,22bb925a68f9bbab15dfe7016e94d1fdb8f726746a6ff38725f3d36cb7a8f4bd,lindajackson@example.org
24,163,26,Alex,M,Nayberg,Production Technician - WC45,b'gAAAAABjUV1Z-KFrf4jUJkTGelfwqDExvTGIrOs2GuxgcBOkoAOBstu_KWP6f_Xcwv6JBnjl07BkS3gZhG7CKtOgSuh-15EoVQ==',5/14/1984 0:00,M,M,3/12/2003 0:00,85ddb25a7e16050dbe77edd0e69852aaa1653840908fae8db413e61480b11046,hardydavid@example.org
25,118,26,Don,L,Hall,Production Technician - WC50,b'gAAAAABjUV1Zow8t-t_Loa-fMCZViPAGgmM2YX6HY6xgOvhv47tEP5PyFn0omdzJkbO_KK5sfn8Yo1BZiBqj06jyEOF7s0cDng==',7/14/1965 0:00,M,M,3/17/2003 0:00,18b419968d6658718de2009e5105309b91a8260a3a7f1e773f12ed8ebfe0446e,smithraymond@example.com
26,176,26,David,Oliver,Lawrence,Production Technician - WC30,b'gAAAAABjUV1ZnrcBllj6ESKbEIT2cdYRQJUqoyg2BseqYrVmKNsA7daeCCLcOaoDzC2ax8YXSbAJCPixk09TSeOaexrt5onQRw==',10/25/1979 0:00,M,M,3/18/2003 0:00,b779e51747fae58f05e0a00a00930dd9457d68fa6b459b55c15c00acacc6641d,samuelharris@example.org
27,147,26,Sandra,,Reátegui Alayo,Production Technician - WC30,b'gAAAAABjUV1ZSnzPd7b4kfCXtIjApxwDuFwJ5AtPru1SoC4SrmE8kE4B1Nfe_fqZtZhG9vMHxIqnObMLVQHhgq7AC49_Nw1ywg==',12/6/1969 0:00,M,F,1/27/2003 0:00,353169a17abf5c4c8a5767f653dabc1e7168918d356322a76f6b0477543e974d,jasonhunt@example.org
28,138,26,Samantha,H,Smith,Production Technician - WC20,b'gAAAAABjUV1ZuyeACRZ_tNgk5AiGTR2NmQP186YMBLVqP9xc3AWuV9Tc0UTpFzHAmPHv8_x13OvajItmK1k2jcCE77RMyopGrw==',12/23/1981 0:00,M,F,3/8/2003 0:00,1a0dbd8ba8b164773f2ea69d90eb9db326b860a0e2e48f97934129b27c3db978,cookjoshua@example.org
29,95,26,Jim,H,Scardelis,Production Technician - WC50,b'gAAAAABjUV1ZkOyslmTa1dAI4l0SLcN-LwR9ZXBprX_1IJgqOeO4fCzKg2A5HNB2Kx0CZJNV6u9kBJQKogYErxagvl1bBHsxNw==',10/9/1980 0:00,M,M,1/20/2003 0:00,41ecbcd0bbee0ed76f33be1d18c4b8f3f786ce65bc1cc60b795bef854c5961db,michaelrivera@example.net
30,231,227,Jo,L,Berry,Janitor,b'gAAAAABjUV1ZFHTnopSU4zIGl7_vr4ABxXbKsVcbRCCfIbiJuqZB_H_XGqWkOlztlx1zGZUnuAqlkjrvOZV53AM9NXh3GXuucw==',5/25/1948 0:00,M,F,4/7/2004 0:00,fd303595526f6025e57099a4c17d5910e3340a278e825051612ee1721d87be39,bmckinney@example.com
31,86,26,Ryan,L,Cornelsen,Production Technician - WC40,b'gAAAAABjUV1ZIM09Tf0eodBnR4cLCNCmZmgqa7Rn5ZDQFs0lSH1H4dkRxQqjhWnnfBwDdFJeamSzyFxNxSZ7ve_97jN64BQLwA==',7/15/1966 0:00,M,M,2/6/2003 0:00,a211d904d85b062ede4f4c73cacf5054a743beb2375345d265e448f45fe5e297,halvarez@example.com
32,181,26,Michael,T,Hines,Production Technician - WC20,b'gAAAAABjUV1ZH2XfdLz7euxdiU6qqozTgxw6EClLO0Ra60s8ZXZKBZ-Ho3ycU02yllwtUDhOJRgwq3X6TSsGyKRJVCNSK5dTrw==',12/19/1978 0:00,S,M,1/10/2003 0:00,54d3ff83a238003f4e6078e38ed093e889e47ce910bbeaa4d1156520ec591edb,keithbailey@example.net
33,214,25,Andreas,T,Berglund,Quality Assurance Technician,b'gAAAAABjUV1Z5HOom9Xdm7cxTSW0wrv2q5gPIZ-o3P8vdBxrEi99HFObXER3eKtTGJcLXYs7u70EkFHsUE1NP95PAoU8eIeExA==',4/29/1983 0:00,M,M,3/6/2003 0:00,260d438bd1946442a5874996a44fd2f74fbf3061918efbc6d28f76fbe84d140d,phawkins@example.com
34,72,26,Steven,T,Selikoff,Production Technician - WC30,b'gAAAAABjUV1ZaVgRdtRoiu9V5xNt70zBLxZjtiLQi6I-V-PLX_V1N6AA7h9hVzXINDMrsSPinAM-2RfSg2gv2LoWD8B9NOFIjQ==',6/15/1971 0:00,M,M,1/1/2003 0:00,fa428ff7f92b6b4da6a8d0be54812fe8b97720974cd908a97fc1656f6ae8ef24,megan96@example.com
35,162,26,Laura,C,Steele,Production Technician - WC45,b'gAAAAABjUV1ZjyK1lmPaSIUotTt_SDdkvEXiAifbXZnc1rPwoC-lMl-QEGv5-fEdpJoDNgm0MYmL0qy4vARdBxNYJxszsmI2sA==',1/26/1975 0:00,S,F,2/4/2003 0:00,efa4985a2020f6e99848315e11951ddcda4550b758719909f1c7450ce2fa06ec,rhondachapman@example.com
36,107,26,Christopher,E,Hill,Production Technician - WC10,b'gAAAAABjUV1ZZfg0Xs2L07RBlMovVl8Oodw32UFiXXAU8WErRqGi8LrLFJROrEvO1La7HJ_B1RAL_gbquvOjA92oQ4utzqppwg==',11/1/1980 0:00,M,M,3/11/2004 0:00,f748e70700cafdb70f7163fc28a9bc16857103b298ca37699f704ae1e8777e12,michael71@example.org
37,269,263,Dan,K,Bacon,Application Specialist,b'gAAAAABjUV1ZQm3utkhCs4ltG6uqpU6dkuuJ5M9XI4y_B3SDIbOVf0KXfSGaKnXAN77uc46Gyncxu4LmU2-ZePbPyDLcIW3zYQ==',7/28/1975 0:00,M,M,2/12/2003 0:00,ff4bad5a7683a840ebf0f5d05f997f9de6a29fd7125693d004a4c5a288e7220c,stoutchristy@example.org
38,187,26,Yvonne,S,McKay,Production Technician - WC45,b'gAAAAABjUV1Z5SeI5FWxYASJ_lpLIT_UZPmgANR-xmHdIw-s1iFhANf3QxeWxXNnxrXTvqQWokTaC78s_cueZwXqg-lHe74D2Q==',5/17/1983 0:00,M,F,1/10/2003 0:00,fa5986c5a312f1d1c9620cf2d87d6fef2e0f00a6a9d2f036dbf534bb96f5e93f,hdaniels@example.com
39,75,26,Michiko,F,Osada,Production Technician - WC30,b'gAAAAABjUV1ZjT9W68QdrTviSdWKQwRsepd7OB8DjLilR0R_qodUBdoK3JKfyL57jwo01-ysoh5Rg8n2bSyMDu4s_WAHP3gc5Q==',7/28/1976 0:00,S,M,2/27/2003 0:00,2b48d01e456f03d3d0019cf1482e248d147fc4a28a3ef5ba1eb83dfd36eadffe,njackson@example.com
40,12,25,Thierry,B,D'Hers,Tool Designer,b'gAAAAABjUV1ZzV_kw1v9zz2aYsgdSozJRwQ6FlpNbXZPAKGaVXjZbUVeW6qlh5jbhWqSsFpj8CaF8lCl_apcrPX3DLqwra_-ww==',8/29/1953 0:00,M,M,1/11/2002 0:00,3c3eaad5051f7ee086b1c92ed1c71af48dea768fb99d5f4c2800540be18e6360,maria11@example.net
41,116,26,Michael,W,Patten,Production Technician - WC50,b'gAAAAABjUV1Z0vaP6EYxVWu9POGn-mn2oM3_Nxh-fGjqlzuwfJLkd7CJ6pxN3dlTjSe_rK10DEkemgFcQOIkbPGUfoDTD3nSRA==',6/3/1968 0:00,S,M,3/4/2003 0:00,a5e6966eb6d95c114d7ad403fcda51a100e39298869699fdd73ba86b23d7ca97,hallkevin@example.com
42,30,26,Britta,L,Simon,Production Technician - WC60,b'gAAAAABjUV1Z9FPzn5ir7q_hkJLSDRoF2-XWpd3StR0NJiEqhpriXt6in5obVOZHMADJu2Id_3-_sn_K_g4vhqcbkiEmwTtfeg==',10/30/1983 0:00,M,F,3/2/2003 0:00,2ea353758887058ff73ae7f1988ca8aa267a08c5263bd5731da4af6207df0131,brandismith@example.org
43,198,26,Lorraine,O,Nay,Production Technician - WC40,b'gAAAAABjUV1Zsrgs9b3g25WXSagvwhsPEjTr2rBmKH_CT8-kwi8NDzjNFFqle6-_Dgme_6phH96klLl96fHSjkcaI8XVsyguJg==',12/28/1982 0:00,M,F,2/5/2003 0:00,14e3ba524b095111deea25e0eb345fd3bdf7d67353cdacd97b8dd0143b2cb58c,martinkarina@example.org
44,133,26,Michael,L,Rothkugel,Production Technician - WC40,b'gAAAAABjUV1ZrVD_oy3LPDTjHFtSyG1eNbobfKxI0vFRHygVVdH0zT0_p8ZYXT5ldpUYd1txqwCRoigXb67VeCunRirENn7nGA==',2/4/1985 0:00,S,M,2/11/2003 0:00,32ce6b182af461aa3244f1fe8fce2d7adb2ef25b165ae619ee7e38ca3d44797a,amymoon@example.org
45,31,26,Margie,W,Shoop,Production Technician - WC60,b'gAAAAABjUV1Z2k9nItd2IbgmAwfgj4PbF7St0y9emhikmMUzfvXpafXtRXtvFoG60Ohb96PO8pvG7joymaoSxQKYBfQamJkk0Q==',6/20/1980 0:00,M,F,2/5/2003 0:00,a8c1f7d0645250170e612f4245d6e72c5a717e1b0821bc231c2c1f496018c5f6,andrewsandrew@example.com
46,168,26,Garrett,R,Young,Production Technician - WC30,b'gAAAAABjUV1Zlc-nbgXvpbCfyWz1bx5CFQCfUVvKld2M8BG7bDZOY5YwLpL9a020K82qLj-YLipOCCBcQcPs1l1_n-Q2sxCJZw==',9/26/1978 0:00,S,M,1/8/2003 0:00,acc34d91fc6d161fcf54d6c46e1fa36664e7065816e83ea41c27d5747eb2b5f9,williamduran@example.org
47,236,235,Grant,N,Culbertson,Human Resources Administrative Assistant,b'gAAAAABjUV1ZKHQSlZva3B5yG3Wxx6QSnrBBtjCgqKTSOMxVuCe1H0HmmJHLr3DAbQroBnJo_lm5EPZJjbzjwtuW1hIhmzql1g==',5/18/1970 0:00,S,M,3/29/2003 0:00,71d865537ac18c5773612f576cf4cb8f1d79d29505a6dfd3a52041dcd209b565,ncrawford@example.org
48,3,25,Roberto,,Tamburello,Engineering Manager,b'gAAAAABjUV1ZKduVQxnu5TOVLP15wMFR06wchO1TVT6oBzkcsgcX9mdkm-urhmSPRCixWb4AEjeXHNFSScV-7LLBL_VE9dm93w==',12/13/1968 0:00,M,M,12/12/2001 0:00,b8ce79560fd420c9f63443bd291f67d50b81c85174736fec1b6100464b455674,joshua73@example.org
49,199,26,Paula,R,Nartker,Production Technician - WC40,b'gAAAAABjUV1ZshNRDy_3dpViBQuYjstUoJ9k3vecTQmnIizC1xYpFHch5NmcEWEZfMUr7qc52WrTFrhQy67vd7iGPJ6F4l3cgg==',3/13/1981 0:00,M,F,2/13/2003 0:00,e8003a5014a6d4a85e237c5c94a999d38551b17544157d2e5c1cfe173d20df4b,claytonheather@example.org
50,48,26,Ruth,Ann,Ellerbrock,Production Technician - WC10,b'gAAAAABjUV1ZJobXXEiSE_t1t48xR9fj2Ooo5xCkxI5e1zty0GvNbv5AYzPnoGfChG6_a3gbI5DcOa-Re1zYKFZmf3C3J8MU7A==',7/6/1950 0:00,M,F,2/6/2002 0:00,fc6f8f20a8d427c64ae85b244c8f643101f226bb4d365f2eb09d9cc2a71575da,barrerarachel@example.org
51,126,250,Jimmy,T,Bischoff,Stocker,b'gAAAAABjUV1Z_4TRR-axBGc6Jz1JW5lp9wcIWO_LMw0qXeeKFHiL97fIbCLe2CtH34Gx5Iq6qS8Vex9xIPvyuTEIZgmwZGmTRg==',6/5/1979 0:00,M,M,3/30/2003 0:00,ba45f9981e8982c7bf9f90347b752d6646901f3bd2e81243b381965aeef02a5a,olsenamy@example.net
52,230,227,Stuart,J,Macrae,Janitor,b'gAAAAABjUV1Z5gYMKZBAVUpsVzjFSZwBoWDoX4Ys1nQGQp2utnhr6vG-xcoNgYvk-q6BHZxYczw26rqLtAs4jNyKFlqlVg80rg==',1/17/1966 0:00,M,M,4/5/2004 0:00,d2c7901093b473bac9460bf9233ac36a7e21f5389954594f0177121d4bb25973,masseycory@example.com
53,41,26,Bryan,,Baker,Production Technician - WC60,b'gAAAAABjUV1ZxtiHmRnM4-0QytFNRAlLfFe-wJOSAssAmG62fNArDQRi4qBDXORJfsF0AKBsp_sw4R5SU04svtW4G_m-M0vTUg==',9/28/1967 0:00,S,M,2/22/2003 0:00,bec223f5ec8f9b8eacabbe4f64aa8a4f5ef410a4265c761ba58a1aa1716adaae,dryan@example.com
54,283,274,David,R,Campbell,Sales Representative,b'gAAAAABjUV1ZUdiDqbZjqes0aIyr8U_uGpIpFivUdCYvn53tepDjG8iO7mEegV5uVKvahyDZKgSwXY1JGdonWaqFkJUJNyfVDw==',3/14/1968 0:00,S,M,7/1/2005 0:00,3d135a051e85ad101ac1674ea6613a14c0d76ba64fe34bcb9eb9b8a4eb55bc42,kenneth64@example.net
55,226,25,Brian,P,LaMee,Scheduling Assistant,b'gAAAAABjUV1ZCN1M11mIIqAsJLyQCYmMEg5A62llaahnbOmRwOyS7iCu9I7q918111QkrlCJUMBPyyS5gh2fAlAuZesbDrCK6w==',9/12/1978 0:00,M,M,4/4/2003 0:00,c205120160a45a1e33b2109ff126bea594d422ddba12000b95cd04fda7a765b1,browncraig@example.org
56,104,26,Mary,R,Baker,Production Technician - WC10,b'gAAAAABjUV1ZRB60beKSx0i-XQcKFMUA3YaHOhmNAcgKbpdoqes-D__FB57iHFdzAKTBAZK6p1o9AkeB0c6agkvkFfrm5OCApw==',10/20/1980 0:00,M,F,1/26/2004 0:00,28ec5a286d1baa55cfc24249124c75ef5d03071a319d6cdaf94cfc5cc413e4ab,bmoran@example.org
57,263,234,Jean,E,Trenary,Information Services Manager,b'gAAAAABjUV1ZT7fJJ2tQif1tjnMQvbs-2Qjz-AE_fbfaFPYcZj1uBvBIe40m7ByhehmHNd0u695yXg0HcfeG8Ait1WEGUu7qUQ==',1/13/1970 0:00,S,F,1/12/2003 0:00,8192ce0f55ea8bd9ce3a9a121db45233b417552064fe7619ed6c8b3c40942e71,amanda08@example.org
58,232,227,Pat,H,Coleman,Janitor,b'gAAAAABjUV1ZGv9BzvMZJH8Wk1eI6yWKuiZSP-1dcriq6L_uTNn8vc2a9yLreX9UKAfWo1RQqKzCUpnLTFgfTsNpOIX-gpfRxA==',1/3/1965 0:00,S,M,2/28/2004 0:00,6fdf4fd303c2489487749501bb742115a01bd8e80a1c7f2af161cf9e17870536,danieldouglas@example.org
59,274,273,Stephen,Y,Jiang,North American Sales Manager,b'gAAAAABjUV1Z5kQDbL__fQvCFKFhconw4WZAuTMBDcxFBjO8q28GfhxbRIm02TQATHVeKxNcfKU0PkW_EUVvBbQRq2qSc-HQbg==',11/17/1945 0:00,M,M,2/4/2005 0:00,6afbe1a9cdc7868e5c1e1e59ee7526aab388a0eed9a29596f022e92cc0f63504,westmolly@example.org
60,81,26,Mihail,U,Frintu,Production Technician - WC40,b'gAAAAABjUV1ZlZpQLMhHGpG_AF8pwpPsCXBPKIz0X6iTZlD343XvbcB57DJBqFsECRBLhIs4gmbMFW1x3a5hySEpaIEyjBIGug==',4/9/1965 0:00,S,M,1/30/2004 0:00,9933b6f88d156401c475ea92788f167b7eb14e67850f8ecd17c669d055c65c16,shelly08@example.com
61,172,26,Marc,J,Ingle,Production Technician - WC30,b'gAAAAABjUV1Z8okUHcCilKqaiwKvHK-3dc0swtKRJiCAhzhPlKdWrkrZ9-DJIITigavakrKxyGFzqTdym4jXm_Ke8S70LG53rg==',11/24/1980 0:00,M,M,2/17/2003 0:00,110758af98b2c6e92c558c2334f51ca7ce417b78e4d207569d897a2d2e37a62b,matthewstewart@example.com
62,119,26,Michael,T,Entin,Production Technician - WC50,b'gAAAAABjUV1ZCTDh86sycd6fFqXEWB1pJcqVZyadokRmbRUvWCiOIdxHlxjTNAo1O2d4v89W0SroFeHSz1_vlJunB_-tHeRwUA==',7/17/1983 0:00,S,M,3/29/2003 0:00,feb2bcae4e3a88064ae79b2a6608a2dfe3a07c5220099383b3ff6ea7a117bdec,uwhitney@example.net
63,276,274,Linda,C,Mitchell,Sales Representative,b'gAAAAABjUV1ZeaeLENQPTeasvKOOlr6RIhd5rnk2vWfYNP_ZXiYZmC3cfC-GW7CKzdylF3uXN6iBzytn9_raEXTs-96i-pWKbw==',3/30/1974 0:00,M,F,7/1/2005 0:00,f81ed7232baf1383580fc2d3a4dbd931a33b12b12edfb850feebb9870f971384,jamesrose@example.org
64,225,25,Alan,J,Brewer,Scheduling Assistant,b'gAAAAABjUV1Zu4gzYAtqRYC28xbRrGj1fQHPF6JfST8ea4S8wNdm96wecoD4aXpcUrgV5z8S-C5Ytqxcn6MfhYVBmhuwDrNpzQ==',4/30/1978 0:00,M,M,3/17/2003 0:00,7871a43f95c91448c3d506f5148cc90a24b3f7a96d6de6e4222d7c66d5fea782,jessemelton@example.com
65,212,25,Peng,J,Wu,Quality Assurance Supervisor,b'gAAAAABjUV1Z6X0r0mrG5TN2wPYquq4JgtLjJlJu4yt-6Gb7w0dGua7aCwp18K_JqxGKnQ0JIRV7kS85y_TTZ-i66uMjUkGBcg==',4/19/1970 0:00,M,M,1/10/2003 0:00,dd96393a01bbce6b315f9949701a8f36c24d012ef626e78750a49d5bd024c5eb,rogersperry@example.com
66,227,1,Gary,E.,Altman,Facilities Manager,b'gAAAAABjUV1ZdESASVhlx92q9VujnK6uEbW_niG-X_H0CBmkn_I4jmXrF-5LBb93EWtC1ZAMSaMx46njT4-SXAYjFshtisN3hA==',3/21/1965 0:00,M,M,1/3/2004 0:00,b60b1e923bdffa4b62c5c8aaa8c9db8e4528f186b97f5c7bc364f89181ce0fda,mmendoza@example.net
67,97,26,Mandar,H,Samant,Production Technician - WC50,b'gAAAAABjUV1Zg2xNJ3xddYmmFKnyiGxqf3qwn0bouIkO0TJl91n-pAob1QxIfvU9BpTu5ZPyH7vKEubApreNe3o_R7BiWTtrZg==',4/21/1980 0:00,S,M,3/14/2003 0:00,1e665d145bad86f4675fa9afb465c604359cc95d43b5213e123eba7e920f03ab,fscott@example.net
